Location ID,Program Category,total_weekly_hours,total_program_hours,total_weekly_hours_60,total_program_hours_60,total_weekly_hours_14,total_program_hours_14,Hours_% Over60_Weekly,Hours_% Over60_Total,Hours_% Under14_Weekly,Hours_% Under14_Total,_id,Parent Location ID,Location Name,Location Type,Accessibility,Intersection,TTC Information,District,Street No,Street No Suffix,Street Name,Street Type,Street Direction,Postal Code,Description,PC,postal_code,country_code,place_name,state_name,state_code,county_name,county_code,community_name,community_code,latitude,longitude,accuracy
7,Camps,798.0,798.0,0.0,0.0,798.0,798.0,0.0,0.0,100.0,100.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,Fitness,7.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,Sports,1.6,13.6,0.0,0.0,1.6,13.6,0.0,0.0,100.0,100.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
7,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,Broadlands Community Recreation Centre,crc,Fully Accessible,None,None,North York,19,None,Castlegrove,Blvd,None,M3A 1K9,"Check the Drop-In Programs tab for hours for the outdoor pool (summer) or the outdoor rink (winter).<br><br>
A small community centre located in the DVP (Don Valley Parkway) and Lawrence Avenue East area in a residential community. Programs are offered for preschoolers, children, adults and older adults. Rooms can also be permitted by groups or individuals.",M3A,M3A,CA,North York (York Heights / Victoria Village / Parkway East),Ontario,ON,North York ,,,,43.7545,-79.33,1.0
13,Camps,462.0,462.0,0.0,0.0,462.0,462.0,0.0,0.0,100.0,100.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,General,30.8,1021.8,0.0,0.0,30.8,1021.8,0.0,0.0,100.0,100.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,Arts,2.0,22.0,0.0,0.0,2.0,22.0,0.0,0.0,100.0,100.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
13,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,13.0,Adam Beck Community Centre,crc,Partially Accessible,None,None,Toronto and East York,79,None,Lawlor,Ave,None,M4E 3L8,"<p>Adam Beck Community Centre is a shared-use facility. </p>
<p>This is an <a href=""https://www.toronto.ca/explore-enjoy/parks-recreation/program-activities/camps-after-school/after-school-recreation-care/"">After-School Recreation Care (ARC) location</a>. </p>",M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Camps,989.0,989.0,0.0,0.0,989.0,989.0,0.0,0.0,100.0,100.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Fitness,6.5,80.5,3.0,37.0,0.0,0.0,46.2,46.0,0.0,0.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Sports,1.6,18.0,0.0,0.0,1.6,18.0,0.0,0.0,100.0,100.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,General,1.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,100.0,100.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
24,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,24.0,Beaches Recreation Centre,crc,Partially Accessible,Williamson Road and Hambly Avenue,None,Toronto and East York,6,None,Williamson,Rd,None,M4E 1K5,Beaches Recreation Centre is the centre of the Beaches community and offers programming for all ages.,M4E,M4E,CA,East Toronto (The Beaches),Ontario,ON,Toronto,8133394.0,,,43.6784,-79.2941,6.0
17,Camps,1341.0,1341.0,0.0,0.0,1341.0,1341.0,0.0,0.0,100.0,100.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,Fitness,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,Sports,4.0,48.0,0.0,0.0,4.0,48.0,0.0,0.0,100.0,100.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,Arts,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,Swimming,412.6,742.9,0.0,0.0,126.5,226.0,0.0,0.0,30.7,30.4,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
17,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,17.0,Annette Community Recreation Centre,crc,Fully Accessible,None,None,Toronto and East York,333,None,Annette,St,None,M6P 1R3,"There is a family/universal change room at this location, and the pool has a lift chair.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Camps,1455.0,1483.0,0.0,0.0,1420.0,1420.0,0.0,0.0,97.6,95.8,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Fitness,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
84,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84.0,Keele Community Centre,crc,Partially Accessible,Glenlake Avenue and Keele Street,None,Toronto and East York,181,None,Glenlake,Ave,None,M6P 4B6,"Keele is a shared facility with the <abbr title=""Toronto District School Board"" alt=""Toronto District School Board"">TDSB</abbr> - we offer a wide variety of programming, including daytime, evening and weekend recreational opportunities for all age groups.",M6P,M6P,CA,West Toronto (High Park / The Junction South),Ontario,ON,Toronto,8133394.0,,,43.6605,-79.4633,6.0
27,Camps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,General,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,Arts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,Swimming,189.0,423.0,0.0,0.0,76.5,174.0,0.0,0.0,40.5,41.1,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
27,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,27.0,Bedford Park Community Centre,crc,None,None,None,North York,81,None,Ranleigh,Ave,None,M4N 1X2,"Bedford Park Community Centre is a shared-use facility located in the Yonge Street & Lawrence Avenue East area. Bedford Park is not a large centre, but it does offer a wide variety of programs for the community. Throughout the Fall, Winter and Spring, Bedford Park offers preschool programs, older adult programs, fitness programs, sports programs and swimming lessons. During the summer months, Bedford Park offers summer camps, fitness classes, an older adult drop-in program and swimming lessons.",M4N,M4N,CA,Central Toronto (Lawrence Park East),Ontario,ON,Toronto,8133394.0,,,43.7301,-79.3935,6.0
30,Camps,1064.0,1064.0,0.0,0.0,1064.0,1064.0,0.0,0.0,100.0,100.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,Fitness,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,Sports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,General,9.0,90.0,5.0,50.0,4.0,40.0,55.6,55.6,44.4,44.4,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,Arts,3.5,33.0,1.0,9.0,0.0,0.0,28.6,27.3,0.0,0.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,Swimming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
30,Skating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,196.0,Bob Abate Community Recreation Centre,crc,Partially Accessible,Montrose Avenue and Bloor Street West,None,Toronto and East York,485,None,Montrose,Ave,None,M6G 3H2,"Nestled on the south side of Bloor Street at the foot of Christie Street a stone throw from historic Christie Pitts Park, Bob Abate Community Recreation Centre is conveniently attached to the Bickford Learning Centre. A host of recreation programs and services are offered here for families and preschoolers.",M6G,M6G,CA,Downtown Toronto (Christie),Ontario,ON,Toronto,8133394.0,,,43.6683,-79.4205,6.0
33,Camps,563.0,598.0,0.0,0.0,528.0,528.0,0.0,0.0,93.8,88.3,30,33.0,Brown Community Centre,crc,None,None,None,Toronto and East York,454,None,Avenue,Rd,None,M5M 4M7,"Attached to one of the Toronto District School Board schools - Brown Public School - Brown Community Centre offers programs and activities for residents of all ages. Recreation staff are available in the office who can provide program registration and information about events in the facility, satellite locations and the community.",M5M,M5M,CA,North York (Bedford Park / Lawrence Park West / Lawrence Manor East),Ontario,ON,,,,,43.7335,-79.4177,6.0
